Trainee ID,Trainer ID,Date,Height,Weight,Chest Size,Fat Percentage,Waist Size,Hip Size,Muscle Mass,Goal
23289,30145,2022-03-25,180,94,86,17.66,84,108,43,Build Muscle
23290,30150,2022-08-07,156,79,92,21.1,79,93,35,Maintain
23299,30157,2023-10-11,178,78,100,10.37,88,89,35,Lose Fat
23309,30169,2024-01-08,187,65,105,18.18,93,108,46,Lose Fat
23318,30172,2023-05-12,152,86,103,11.97,91,93,49,Lose Fat
23324,30188,2023-05-08,151,83,96,18.29,78,87,34,Lose Fat
23332,30197,2025-01-04,174,87,89,21.64,70,86,36,Lose Fat
23340,30198,2024-01-14,150,64,92,18.78,96,102,46,Build Muscle
23348,30017,2022-02-23,178,67,87,20.85,85,90,36,Lose Fat
23350,30026,2024-08-27,162,89,87,10.74,70,88,41,Maintain
23354,30028,2021-08-15,179,83,87,10.79,74,108,50,Maintain
23355,30033,2023-09-28,172,84,111,19.78,94,88,36,Build Muscle
23361,30043,2024-06-27,165,65,104,15.53,82,105,35,Lose Fat
23367,30044,2023-11-21,164,90,107,18.48,82,104,33,Maintain
23372,30052,2023-02-16,169,66,98,15.08,93,106,38,Build Muscle
23386,30057,2022-08-10,196,78,107,14.44,81,92,39,Build Muscle
23399,30064,2022-05-24,184,74,119,10.42,97,105,42,Maintain
23406,30066,2024-08-01,195,73,109,22.95,80,102,43,Build Muscle
23417,30070,2022-08-07,195,65,98,22.92,95,90,47,Maintain
23426,30075,2021-07-07,174,93,100,20.25,80,95,46,Lose Fat
23427,30091,2023-07-24,166,59,113,17.46,90,96,43,Build Muscle
23434,30094,2022-11-17,177,74,100,10.53,93,90,36,Build Muscle
23437,30097,2022-01-18,188,75,115,22.02,77,108,44,Build Muscle
23438,30106,2024-07-31,196,88,119,18.82,73,104,34,Build Muscle
23457,30107,2024-03-18,195,57,99,18.48,70,92,49,Lose Fat
23463,30116,2021-06-26,153,56,103,21.33,83,100,41,Lose Fat
23465,30120,2022-03-04,158,84,88,11.04,90,101,39,Maintain
23473,30122,2022-02-20,197,59,103,19.63,89,110,47,Build Muscle
23477,30136,2022-11-12,179,91,113,17.47,88,100,40,Lose Fat
23484,30137,2024-04-05,154,93,95,19.28,90,100,45,Build Muscle
23488,30138,2023-05-23,158,75,103,10.88,92,94,49,Build Muscle
23502,30139,2023-05-16,157,87,96,13.35,71,104,39,Lose Fat
23508,30140,2022-09-03,156,61,104,10.2,80,91,33,Maintain
23518,30141,2022-11-10,162,62,96,15.09,77,107,37,Build Muscle
23522,30144,2022-10-12,179,90,108,18.62,78,98,49,Build Muscle
23524,30145,2023-08-13,199,82,95,18.64,88,106,38,Lose Fat
23530,30150,2023-02-15,186,95,118,14.46,83,100,32,Build Muscle
23532,30157,2022-10-07,158,95,114,14.22,99,110,33,Build Muscle
23535,30169,2023-12-16,158,89,93,19.72,83,99,36,Lose Fat
23543,30172,2023-05-20,157,88,92,22.44,97,93,36,Build Muscle
23545,30188,2022-08-21,153,84,112,22.43,71,102,41,Lose Fat
23555,30197,2025-03-04,173,81,101,19.51,100,94,37,Build Muscle
23559,30198,2023-07-11,161,63,120,16.46,78,93,49,Build Muscle
23584,30017,2023-04-19,187,76,111,19.91,81,108,48,Lose Fat
23588,30026,2022-11-15,183,91,91,10.29,92,109,45,Build Muscle
23590,30028,2023-10-28,174,65,117,17.74,83,104,32,Build Muscle
23597,30033,2023-07-10,159,77,97,20.48,70,103,31,Lose Fat
23600,30043,2021-08-17,164,76,96,14.18,85,103,33,Maintain
23606,30044,2021-09-24,161,94,108,16.66,73,95,40,Lose Fat
23610,30052,2022-11-08,194,81,101,14.04,84,86,31,Lose Fat
23627,30057,2022-11-18,150,71,109,24.23,71,99,49,Build Muscle
23629,30064,2023-11-29,197,68,86,13.43,74,96,46,Maintain
23645,30066,2023-07-16,194,87,104,13.72,89,88,43,Maintain
23653,30070,2024-03-19,159,56,116,13.4,95,87,49,Maintain
23656,30075,2023-12-08,163,56,87,24.93,100,92,38,Maintain
23658,30091,2023-05-28,197,68,99,17.51,91,103,34,Build Muscle
23662,30094,2023-01-11,159,65,119,16.71,88,85,45,Build Muscle
23666,30097,2022-10-15,176,81,101,15.14,99,100,46,Lose Fat
23671,30106,2023-08-22,176,68,104,17.17,75,90,48,Lose Fat
23681,30107,2023-05-09,175,58,89,14.42,75,110,37,Maintain
23683,30116,2022-11-06,185,86,112,24.86,82,106,34,Build Muscle
23690,30120,2025-01-15,199,92,89,24.08,71,106,46,Maintain
23691,30122,2022-06-28,150,67,109,19.86,76,91,40,Maintain
23693,30136,2023-06-25,195,82,104,18.05,85,92,50,Maintain
23701,30137,2024-04-22,187,77,101,13.99,89,89,50,Lose Fat
23702,30138,2021-12-26,190,91,101,19.65,87,105,32,Maintain
23711,30139,2022-09-30,161,55,91,23.47,82,109,39,Build Muscle
23713,30140,2022-03-22,161,95,106,15.58,80,85,49,Maintain
23714,30141,2023-07-18,172,59,108,15.77,81,93,32,Build Muscle
23719,30144,2023-04-07,188,68,90,17.43,90,106,39,Build Muscle
23721,30145,2024-10-12,198,88,105,16.75,75,100,30,Lose Fat
23723,30150,2022-02-22,157,59,116,10.07,73,108,30,Maintain
23727,30157,2022-12-25,156,89,111,23.02,72,91,46,Lose Fat
23730,30169,2021-08-19,186,57,86,22.6,90,104,31,Lose Fat
23731,30172,2022-05-19,192,72,112,17.49,80,94,34,Lose Fat
23737,30188,2022-11-30,198,91,112,15.99,81,98,30,Maintain
23739,30197,2025-01-29,193,62,91,17.43,72,93,42,Lose Fat
23740,30198,2024-10-28,180,95,105,24.92,94,87,39,Lose Fat
23743,30017,2023-10-05,196,84,97,22.26,75,95,48,Build Muscle
23745,30026,2023-06-15,181,56,108,10.07,79,101,31,Lose Fat
23748,30028,2023-06-04,154,56,91,15.39,78,96,30,Maintain
23751,30033,2021-12-26,200,59,104,20.51,94,89,33,Lose Fat
23753,30043,2023-05-28,196,95,104,17.48,77,95,41,Lose Fat
23754,30044,2023-05-09,185,78,120,24.87,90,95,30,Lose Fat
23759,30052,2024-04-29,151,72,117,18.26,97,93,41,Build Muscle
23785,30057,2023-12-02,187,90,88,17.73,79,88,30,Lose Fat
23786,30064,2022-11-16,161,80,85,13.9,97,109,39,Maintain
23796,30066,2023-08-31,152,77,92,24.41,87,87,41,Build Muscle
23797,30070,2023-12-01,164,80,110,10.33,72,103,46,Lose Fat
23804,30075,2022-07-01,191,62,116,20.93,80,104,34,Maintain
23809,30091,2022-11-08,185,82,92,12,86,101,48,Maintain
23817,30094,2024-11-24,174,61,87,17.26,84,85,30,Build Muscle
23822,30097,2022-09-07,171,64,113,21.9,78,93,40,Build Muscle
23824,30106,2022-02-14,198,94,117,13.31,93,105,38,Maintain
23827,30107,2024-03-24,157,59,111,14.92,80,104,47,Maintain
23828,30116,2022-12-12,184,78,112,17.06,93,85,40,Maintain
23831,30120,2023-05-11,176,70,101,23.3,89,90,38,Build Muscle
23836,30122,2023-12-05,170,75,118,10.68,83,89,43,Lose Fat
23838,30136,2022-05-23,150,94,115,19.87,91,99,31,Lose Fat
23843,30137,2024-07-28,185,74,113,19.22,72,88,49,Maintain
23844,30138,2023-10-18,196,87,118,12.16,100,104,39,Build Muscle
23858,30139,2023-08-06,168,87,118,22.42,86,103,33,Maintain
23860,30140,2023-12-04,185,56,98,20.11,80,102,48,Build Muscle
23861,30141,2023-04-24,170,77,101,13.43,80,93,38,Build Muscle
23866,30144,2023-05-17,181,78,109,22.57,71,101,33,Build Muscle
23874,30145,2023-11-07,163,91,104,22.92,94,102,48,Build Muscle
23883,30150,2024-05-02,170,82,106,24.81,87,107,41,Build Muscle
23890,30157,2023-05-28,151,84,119,20.58,82,88,35,Build Muscle
23893,30169,2022-07-18,175,68,96,19.12,85,90,47,Maintain
23899,30172,2023-05-21,199,71,112,16.32,71,106,31,Maintain
23903,30188,2023-02-21,155,88,112,23.58,97,97,40,Maintain
23912,30197,2023-09-07,169,81,91,16.73,84,86,49,Build Muscle
23928,30198,2023-03-29,180,74,107,10.13,87,100,49,Build Muscle
23931,30017,2023-12-23,188,81,106,19.29,77,100,46,Maintain
23932,30026,2024-09-30,168,89,100,10.34,96,103,48,Build Muscle
23936,30028,2023-12-10,196,94,117,17.44,85,95,35,Build Muscle
23941,30033,2022-10-15,162,67,92,17.91,88,88,34,Lose Fat
23942,30043,2022-12-21,185,66,115,24.13,80,96,49,Lose Fat
23949,30044,2022-02-08,183,87,110,18.03,80,104,36,Lose Fat
23955,30052,2023-07-08,159,85,94,15.81,100,97,49,Build Muscle
23957,30057,2023-08-14,200,61,93,12.11,84,103,44,Build Muscle
23960,30064,2023-09-12,172,79,101,22.33,92,105,31,Build Muscle
23962,30066,2024-08-14,156,61,103,23.79,99,92,30,Lose Fat
23975,30070,2021-06-12,150,75,85,20.23,88,106,39,Maintain
23979,30075,2022-02-05,174,83,99,21.08,100,85,39,Build Muscle
23980,30091,2023-01-08,198,61,117,22.44,78,95,40,Build Muscle
23984,30094,2023-02-23,163,74,105,22.47,99,106,30,Build Muscle
23986,30097,2022-11-26,175,67,98,21.93,85,91,34,Maintain
23988,30106,2021-10-18,190,79,92,20.48,99,110,43,Lose Fat
23989,30107,2023-11-04,179,58,96,22.19,74,105,41,Maintain
24000,30116,2022-10-16,160,65,119,23.22,82,89,48,Build Muscle
24014,30120,2022-07-19,192,83,116,15.36,72,86,43,Maintain
24015,30122,2023-08-17,173,78,109,24.61,72,93,43,Maintain
24017,30136,2023-12-10,198,71,101,17.8,85,93,33,Maintain
24019,30137,2024-12-31,173,71,108,13.09,72,88,34,Maintain
24021,30138,2023-12-17,174,75,115,17,74,101,49,Lose Fat
24033,30139,2022-12-04,179,85,102,12.14,77,87,30,Lose Fat
24038,30140,2024-09-27,180,92,85,15.74,88,86,45,Lose Fat
24040,30141,2023-11-13,173,75,101,21.74,73,106,49,Build Muscle
24041,30144,2025-02-20,171,67,115,24.84,97,106,41,Lose Fat
24054,30145,2022-12-03,182,80,95,17.47,84,95,32,Maintain
24058,30150,2024-08-20,172,57,93,15.27,70,108,33,Build Muscle
24065,30157,2023-05-11,166,80,106,21.56,93,93,46,Build Muscle
24070,30169,2024-08-13,166,82,114,21.47,87,100,41,Maintain
24071,30172,2025-01-23,166,93,97,21,79,102,34,Build Muscle
24072,30188,2023-11-29,194,93,99,10.18,83,104,36,Build Muscle
24078,30197,2024-01-08,199,85,112,23.63,79,109,50,Build Muscle
24080,30198,2021-10-22,153,68,119,17.61,79,94,37,Maintain
24082,30017,2023-03-11,150,65,105,21,76,96,32,Maintain
24083,30026,2024-04-25,182,57,110,24.45,89,104,43,Lose Fat
24086,30028,2023-06-06,189,70,112,18.6,92,95,44,Lose Fat
24087,30033,2021-06-13,181,93,110,22.6,90,89,40,Build Muscle
24097,30043,2022-03-15,166,83,109,19.4,82,102,41,Lose Fat
24098,30044,2022-09-09,174,64,115,21.93,83,95,49,Lose Fat
24099,30052,2023-04-18,193,65,102,17.53,97,104,34,Lose Fat
24100,30057,2021-12-03,181,67,113,17.61,77,90,37,Maintain
24103,30064,2023-04-11,177,86,97,24.35,91,94,50,Maintain
24105,30066,2023-01-10,153,66,101,14.1,96,94,40,Build Muscle
24107,30070,2023-02-08,182,67,93,24.71,86,100,49,Lose Fat
24121,30075,2024-01-19,158,65,120,16.46,78,104,38,Maintain
24125,30091,2022-10-19,170,78,90,24.2,95,88,38,Lose Fat
24135,30094,2023-04-01,171,57,90,16.87,95,86,40,Build Muscle
24139,30097,2024-04-25,150,77,85,12.35,92,98,50,Maintain
24147,30106,2023-10-03,179,79,112,15.34,97,100,50,Maintain
24149,30107,2023-06-26,195,95,88,20.42,85,110,45,Maintain
24156,30116,2023-09-09,164,64,92,19.95,82,85,49,Lose Fat
24157,30120,2023-08-25,157,83,96,11.03,100,105,37,Maintain
24158,30122,2022-03-19,185,71,94,24.01,88,95,37,Lose Fat
24160,30136,2022-05-25,191,84,120,22.1,92,99,37,Maintain
24179,30137,2023-06-26,150,80,114,13.83,75,104,30,Maintain
24180,30138,2023-05-10,157,86,97,17.56,87,93,46,Lose Fat
24181,30139,2023-02-28,172,68,109,14.42,98,105,50,Maintain
24198,30140,2022-09-02,197,83,89,23.25,74,88,43,Lose Fat
24203,30141,2023-04-24,195,82,110,22.25,90,86,49,Build Muscle
24211,30144,2022-08-15,199,93,85,10.9,91,102,43,Lose Fat
24213,30145,2023-09-20,170,79,120,21.18,74,86,36,Build Muscle
24216,30150,2024-03-02,198,79,88,10.02,89,101,38,Maintain
24217,30157,2024-04-02,154,87,94,24.46,71,98,50,Lose Fat
24220,30169,2023-10-28,176,70,92,23.49,92,107,48,Build Muscle
24227,30172,2022-08-10,165,58,107,23.88,89,107,35,Lose Fat
24234,30188,2021-12-20,155,69,120,23.03,75,92,33,Lose Fat
24236,30197,2023-07-14,150,92,108,12.91,92,87,37,Maintain
24237,30198,2023-11-29,197,72,118,13.52,71,104,35,Maintain
24243,30017,2023-02-20,192,77,114,14.16,98,92,41,Build Muscle
24244,30026,2022-06-21,154,91,102,19.32,100,98,39,Lose Fat
24253,30028,2023-02-22,150,79,97,14.97,83,96,32,Maintain
24256,30033,2021-11-23,159,57,86,14.16,73,93,38,Lose Fat
24262,30043,2022-04-02,155,57,104,19.12,85,87,33,Maintain
24264,30044,2022-10-24,166,61,111,24.75,97,104,36,Build Muscle
24266,30052,2023-11-03,200,78,118,14.78,70,98,46,Lose Fat
24275,30057,2022-02-28,196,58,92,14.11,82,99,36,Build Muscle
24276,30064,2021-07-21,158,64,108,13.19,74,85,49,Build Muscle
24277,30066,2022-10-25,196,77,86,12.5,80,108,36,Build Muscle
24279,30070,2022-05-07,153,62,107,13.12,75,100,41,Build Muscle
24280,30075,2023-02-11,184,69,103,16.09,77,89,36,Maintain
24283,30091,2024-01-10,190,75,103,21.54,90,90,38,Maintain
24285,30094,2023-05-12,166,85,91,21.15,75,85,39,Lose Fat
24289,30097,2021-08-22,200,84,100,14.47,94,109,40,Lose Fat
24292,30106,2024-07-27,180,69,89,14.47,96,86,30,Build Muscle
24295,30107,2022-07-05,183,69,86,18.1,96,86,48,Lose Fat
24296,30116,2022-09-26,158,91,115,24.51,87,110,32,Build Muscle
24300,30120,2022-06-29,159,58,93,19.2,94,88,45,Lose Fat
24303,30122,2022-03-15,184,73,106,10.72,95,95,37,Build Muscle
24306,30136,2024-11-16,165,63,93,11.8,84,107,31,Maintain
24314,30137,2021-11-22,161,60,120,21.77,99,102,46,Lose Fat
24324,30138,2023-08-05,168,74,100,17.95,91,88,41,Build Muscle
24329,30139,2023-10-11,169,66,105,24.77,87,87,40,Maintain
24332,30140,2023-07-25,160,79,102,15.92,95,104,30,Lose Fat
24341,30141,2023-12-23,150,76,88,19.45,74,108,46,Maintain
24345,30144,2022-12-02,191,62,98,20.94,70,104,43,Lose Fat
24349,30145,2023-02-15,157,62,117,10.91,88,104,41,Maintain
24352,30150,2022-04-28,180,64,102,16.87,70,90,44,Maintain
24356,30157,2022-04-18,158,76,118,21.68,76,94,38,Build Muscle
24364,30169,2023-07-20,162,57,102,15.06,90,102,34,Lose Fat
24366,30172,2022-08-30,168,80,117,10.7,88,108,41,Build Muscle
24367,30188,2022-08-14,200,69,94,20.85,72,96,32,Lose Fat
24374,30197,2023-05-02,157,87,116,20.67,78,103,34,Maintain
24376,30198,2024-01-19,150,58,106,22.48,98,100,45,Maintain
24378,30017,2022-10-06,191,67,98,18.58,70,91,41,Lose Fat
24384,30026,2023-06-08,186,87,98,21.45,71,106,48,Maintain
24398,30028,2022-03-07,172,71,115,12.9,89,107,35,Maintain
24406,30033,2022-11-27,178,93,114,13.49,90,89,44,Lose Fat
24411,30043,2021-12-03,187,89,102,14.71,80,88,49,Maintain
24418,30044,2023-12-18,189,92,107,19.15,70,91,38,Maintain
24420,30052,2024-02-19,182,57,87,23.61,89,85,50,Lose Fat
24425,30057,2022-08-02,156,82,85,12.34,85,98,34,Build Muscle
24436,30064,2022-12-06,200,66,102,24.96,81,93,35,Maintain
24441,30066,2023-08-18,191,75,95,23.51,74,87,50,Build Muscle
24447,30070,2022-09-29,196,81,120,17.15,89,101,41,Build Muscle
24450,30075,2023-07-22,151,82,104,19.63,95,110,49,Build Muscle
24461,30091,2023-06-16,152,56,97,14.71,94,96,35,Lose Fat
24471,30094,2023-02-15,190,86,119,24.4,78,102,36,Maintain
24474,30097,2023-03-15,171,77,107,23.28,97,103,32,Maintain
24484,30106,2023-04-16,165,74,96,13.36,79,97,34,Maintain
24491,30107,2023-07-22,163,65,114,15.8,98,100,47,Lose Fat
24495,30116,2023-10-21,174,75,91,17.36,93,97,50,Build Muscle
24500,30120,2022-09-08,175,68,106,16.61,92,105,40,Build Muscle
24507,30122,2022-12-25,175,82,88,21.98,87,105,45,Build Muscle
24511,30136,2024-04-23,182,87,95,11.36,86,97,43,Lose Fat
24512,30137,2023-04-27,175,81,98,14.47,78,110,40,Lose Fat
24524,30138,2023-10-25,164,68,114,12.07,73,86,46,Build Muscle
24531,30139,2023-08-02,180,69,85,10.36,97,88,35,Build Muscle
24547,30140,2023-06-16,177,68,107,12.11,82,109,36,Build Muscle
24556,30141,2022-02-06,194,66,98,21.56,74,101,44,Lose Fat
24557,30144,2022-12-05,196,75,114,17.46,80,96,32,Lose Fat
24562,30145,2024-09-25,161,84,103,17.53,74,92,46,Build Muscle
24575,30150,2023-05-22,161,81,116,16.76,93,93,42,Lose Fat
24576,30157,2021-10-18,169,67,108,14.6,71,88,50,Maintain
24581,30169,2023-10-21,181,75,103,13.49,75,102,44,Build Muscle
24593,30172,2024-01-04,170,82,110,12.73,90,85,38,Build Muscle
24605,30188,2022-11-22,184,60,102,21.38,100,102,30,Lose Fat
24607,30197,2024-04-25,152,84,92,19.06,78,88,34,Lose Fat
24608,30198,2023-07-17,168,82,85,17.27,90,99,35,Build Muscle
24615,30017,2022-10-12,186,92,96,17.86,98,94,50,Lose Fat
24620,30026,2022-04-24,195,84,108,20.59,84,99,45,Maintain
24627,30028,2021-12-18,166,78,110,17.28,81,90,37,Build Muscle
24628,30033,2023-02-18,186,87,96,19.94,86,106,41,Maintain
24638,30043,2023-01-18,158,66,110,12.92,81,94,36,Build Muscle
24652,30044,2024-08-15,191,92,98,11.54,73,102,37,Lose Fat
24659,30052,2024-02-16,189,72,120,22.01,100,100,33,Build Muscle
24660,30057,2023-08-26,193,60,114,17.1,91,92,46,Build Muscle
24663,30064,2024-03-24,183,55,88,18.01,87,95,44,Maintain
24664,30066,2021-08-24,173,84,100,16.11,100,90,30,Maintain
24667,30070,2022-05-27,180,87,93,15.88,80,101,39,Maintain
24669,30075,2022-11-22,155,92,120,20.35,90,98,47,Maintain
24679,30091,2024-07-07,170,60,119,18.89,82,101,42,Lose Fat
24682,30094,2023-05-23,199,87,87,15.29,77,91,43,Maintain
24683,30097,2022-10-01,162,78,105,12.83,70,97,42,Maintain
24684,30106,2024-02-05,190,66,96,22.16,85,100,31,Maintain
24685,30107,2023-05-15,166,73,104,13.21,81,98,50,Maintain
24686,30116,2023-03-26,150,78,113,12.12,94,97,40,Build Muscle
24694,30120,2025-02-08,166,80,118,12.33,97,98,49,Lose Fat
24695,30122,2021-06-17,161,95,105,23.52,98,110,35,Build Muscle
24700,30136,2022-09-13,153,90,95,12.1,82,108,33,Build Muscle
24706,30137,2023-11-03,158,63,102,15.01,71,88,30,Maintain
24713,30138,2022-07-17,174,70,103,16.71,95,108,45,Maintain
24721,30139,2023-07-21,182,92,85,14.57,92,90,39,Build Muscle
24722,30140,2023-06-15,151,59,105,15.29,80,106,39,Lose Fat
24724,30141,2024-04-14,160,95,89,19.13,86,88,36,Build Muscle
24739,30144,2023-12-16,188,69,118,10.77,98,96,31,Lose Fat
24740,30145,2023-02-09,177,61,86,11.05,72,105,32,Build Muscle
24751,30150,2023-06-09,176,94,117,15.76,93,86,41,Build Muscle
24756,30157,2024-04-29,169,70,102,17.45,71,102,50,Maintain
24766,30169,2022-09-08,190,88,87,12.17,74,109,30,Maintain
24771,30172,2023-10-12,194,90,116,13.51,90,100,39,Build Muscle
24773,30188,2021-08-27,165,67,94,18.86,83,104,45,Maintain
24774,30197,2023-01-24,189,91,103,16.55,92,108,37,Build Muscle
24776,30198,2022-04-18,198,56,92,19.88,91,108,38,Lose Fat
24778,30017,2023-06-13,153,83,118,20.65,71,99,36,Build Muscle
24787,30026,2023-12-14,175,80,86,20.57,74,94,36,Build Muscle
24797,30028,2024-01-03,184,61,89,18.49,93,102,50,Lose Fat
24801,30033,2024-01-03,180,74,112,19.32,75,90,40,Lose Fat
24807,30043,2022-05-04,174,61,113,21.21,76,109,48,Build Muscle
24808,30044,2023-11-03,156,90,88,24.44,84,90,48,Build Muscle
24815,30052,2021-10-19,187,68,103,13.42,98,99,30,Lose Fat
24828,30057,2025-02-11,159,87,97,23.35,76,87,34,Maintain
24832,30064,2022-07-14,189,57,107,12.49,81,100,49,Maintain
24834,30066,2023-12-20,200,65,114,24.24,76,94,35,Lose Fat
24841,30070,2022-04-24,176,72,107,18.5,97,107,50,Lose Fat
24842,30075,2023-08-18,188,57,103,17.22,93,105,41,Build Muscle
24843,30091,2021-07-14,194,55,110,22.59,84,106,34,Maintain
24849,30094,2024-05-08,177,72,104,13.57,92,103,50,Maintain
24854,30097,2022-12-04,164,90,92,17.43,72,87,33,Lose Fat
24867,30106,2021-08-12,157,67,109,22.48,98,108,41,Lose Fat
24875,30107,2022-07-12,190,66,94,15.03,72,101,32,Maintain
24878,30116,2022-11-24,169,89,106,17.89,86,93,49,Maintain
24885,30120,2022-11-10,170,80,102,13.06,89,89,32,Lose Fat
24906,30122,2024-02-02,184,89,112,13.22,71,104,43,Build Muscle
24912,30136,2024-12-20,166,90,102,17.55,77,91,50,Lose Fat
24924,30137,2022-02-25,190,76,98,19.08,96,89,34,Build Muscle
24941,30138,2024-08-11,186,83,86,11.19,76,92,45,Maintain
24942,30139,2024-11-07,163,68,114,20.8,72,101,45,Maintain
24947,30140,2022-09-18,159,67,94,24.54,97,107,33,Lose Fat
24951,30141,2023-11-11,165,67,101,21.28,93,86,30,Build Muscle
24954,30144,2021-06-22,159,85,99,23.64,76,89,39,Build Muscle
24961,30145,2021-12-20,189,79,117,13.98,88,109,45,Build Muscle
24966,30150,2024-07-03,172,84,106,12.45,75,85,30,Lose Fat
24994,30157,2024-02-04,151,81,109,24.12,76,96,37,Build Muscle
24995,30169,2024-01-26,153,86,86,11.71,81,103,30,Lose Fat
24996,30172,2024-12-18,163,60,99,11.09,99,99,47,Maintain
20059,30016,2024-07-08,169,87,115,18.08,89,98,46,Maintain
20150,30019,2023-01-19,171,74,92,24.58,74,109,47,Maintain
20254,30023,2023-12-21,172,86,117,15.4,76,110,48,Build Muscle
20840,30027,2022-10-11,185,66,92,12.67,84,86,43,Build Muscle
20845,30032,2024-07-10,179,74,103,14.37,70,93,43,Build Muscle
20848,30040,2023-04-30,195,87,109,15.29,89,88,43,Build Muscle
20858,30041,2025-03-03,186,57,114,20.09,98,109,49,Lose Fat
20923,30042,2023-11-19,166,60,115,22.09,71,85,36,Build Muscle
20950,30047,2023-02-16,165,62,94,23.87,92,101,44,Lose Fat
21007,30049,2023-11-07,185,78,106,11.65,74,88,38,Lose Fat
21009,30059,2023-07-10,196,86,118,12.83,91,91,45,Lose Fat
21010,30081,2023-02-08,174,83,98,23.46,81,85,45,Build Muscle
21013,30093,2023-12-25,153,61,106,23.21,99,95,46,Maintain
21015,30105,2022-05-07,173,72,99,21.27,79,92,45,Maintain
21017,30115,2022-09-10,195,87,88,22.37,92,85,40,Maintain
21185,30121,2024-01-01,157,62,93,14.95,91,104,42,Maintain
21186,30128,2024-03-12,172,75,108,23.6,80,99,32,Maintain
21934,30131,2024-12-11,172,60,98,23.65,89,88,48,Build Muscle
21938,30159,2025-05-02,195,80,87,10.47,74,97,33,Build Muscle
21941,30164,2022-07-30,187,94,110,21.21,72,103,48,Build Muscle
21946,30175,2023-07-23,185,89,95,11.14,93,94,41,Maintain
21959,30176,2023-08-29,194,64,104,12.81,84,90,31,Maintain
21962,30183,2021-12-06,200,86,100,15.36,72,109,47,Lose Fat
22739,30016,2023-09-09,200,90,97,14.79,74,107,40,Build Muscle
22741,30019,2023-10-18,185,75,87,17.96,87,88,36,Build Muscle
22747,30023,2022-06-26,150,82,104,21.01,90,87,38,Lose Fat
22752,30027,2023-03-05,196,66,94,11.21,92,101,45,Build Muscle
22759,30032,2025-01-26,181,85,116,10.76,82,108,31,Build Muscle
22761,30040,2022-10-20,157,55,96,19.4,80,96,48,Maintain
22762,30041,2024-04-24,182,69,88,17.96,92,99,38,Maintain
22767,30042,2024-02-07,193,89,96,16.59,80,87,43,Build Muscle
22768,30047,2022-08-15,200,82,119,14.44,85,107,45,Lose Fat
22777,30049,2022-10-03,169,64,85,21.25,71,86,48,Maintain
22801,30059,2022-02-04,173,76,112,14.95,76,90,30,Build Muscle
22809,30081,2025-01-28,188,78,117,10.98,95,89,42,Maintain
22810,30093,2023-10-15,164,61,97,14.06,89,106,40,Maintain
22811,30105,2023-09-25,168,71,98,20.86,86,93,33,Lose Fat
22813,30115,2022-10-29,151,90,93,24.99,94,85,48,Maintain
22815,30121,2023-03-03,178,76,101,10.77,76,106,45,Build Muscle
22825,30128,2024-07-11,151,82,100,19.14,79,101,30,Build Muscle
22832,30131,2023-04-30,163,67,102,19.44,81,100,31,Build Muscle
22841,30159,2023-07-09,184,91,116,14.21,93,90,38,Maintain
22842,30164,2023-01-25,187,56,91,10.05,80,96,32,Build Muscle
22847,30175,2022-08-17,173,82,116,15.88,75,102,46,Build Muscle
22859,30176,2023-05-21,162,94,87,21.53,78,106,41,Build Muscle
22866,30183,2022-05-29,172,69,106,14.92,88,91,42,Lose Fat
22878,30016,2023-03-20,200,93,113,10.88,81,104,36,Build Muscle
22880,30019,2023-04-14,190,84,109,19.97,74,89,43,Maintain
22892,30023,2024-04-02,197,58,102,18.29,92,98,37,Maintain
22897,30027,2024-04-17,162,91,89,10.4,91,92,45,Build Muscle
22909,30032,2023-04-14,190,81,104,24.33,75,88,38,Maintain
22910,30040,2024-07-11,175,57,91,25,77,105,33,Build Muscle
22915,30041,2024-01-03,158,89,92,21.33,97,96,38,Build Muscle
22918,30042,2024-09-24,157,72,105,18.31,78,99,37,Build Muscle
22920,30047,2023-10-24,161,59,116,21.95,75,93,44,Build Muscle
22925,30049,2025-01-16,193,81,96,11.51,90,88,35,Lose Fat
22929,30059,2025-03-16,179,70,107,15.15,72,95,33,Maintain
22931,30081,2024-12-04,174,65,93,14.04,90,106,39,Lose Fat
22934,30093,2024-02-09,156,87,113,14.2,78,89,39,Lose Fat
22937,30105,2023-11-29,188,95,88,21.86,87,89,48,Build Muscle
22944,30115,2023-09-02,173,85,102,11.36,81,101,41,Maintain
22957,30121,2022-11-27,197,84,104,14.01,92,90,40,Build Muscle
22963,30128,2022-05-20,181,69,103,15.05,77,109,35,Build Muscle
22971,30131,2023-07-15,188,68,91,18.11,74,108,34,Maintain
22972,30159,2022-06-24,171,70,110,12.53,73,108,36,Maintain
22973,30164,2023-05-19,189,66,98,24.56,71,92,39,Maintain
22975,30175,2021-11-22,164,78,93,19.33,74,88,38,Build Muscle
22980,30176,2023-08-18,168,63,105,13.49,80,85,50,Maintain
22986,30183,2023-10-11,178,77,103,13.19,72,103,32,Build Muscle
22989,30016,2025-02-22,177,58,104,23.4,94,87,38,Build Muscle
22990,30019,2023-08-14,184,83,108,15.83,72,88,49,Lose Fat
22997,30023,2024-05-24,156,57,95,23.31,93,104,48,Lose Fat
22999,30027,2022-01-05,150,56,92,20.45,72,93,38,Lose Fat
23000,30032,2022-10-01,175,65,102,14.27,99,104,30,Build Muscle
